Venue,Borough,Venue Category,Group,Venue Latitude,Venue Longitude,BoroughLocation
Angell welding,Croydon,Business Service,Other,51.34214046853039,-0.005042552947998047,"[51.3714, -0.0977]"
steel gym,Croydon,Gym,Health and Sports,51.3458099150942,-0.007239158168885464,"[51.3714, -0.0977]"
The Kings Arms,Bromley,Pub,Going out,51.33527014384144,0.029780820754332766,"[51.4039, 0.0198]"
Holwood Farm Shop,Bromley,Fruit & Vegetable Store,Shopping,51.347445,0.043765,"[51.4039, 0.0198]"
Biggin Hill Airport (BQH) (Biggin Hill Airport),Bromley,Airport,Other,51.331793993113436,0.02884489448709129,"[51.4039, 0.0198]"
Bartlett Joinery,Bromley,Construction & Landscaping,Other,51.3480742,0.03361473,"[51.4039, 0.0198]"
GeM Plastering,Bromley,Construction & Landscaping,Other,51.33094215,0.02139026,"[51.4039, 0.0198]"
ACC Carpet Cleaning London,Bromley,Home Service,Other,51.34303,0.051153,"[51.4039, 0.0198]"
Woodman,Bromley,Pub,Going out,51.35925409314159,0.06757557392120361,"[51.4039, 0.0198]"
High Elms Country Park,Bromley,Park,Green spaces,51.35165332894198,0.07477827496217157,"[51.4039, 0.0198]"
Frankie & Benny's,Bromley,American Restaurant,Eating out,51.36179,0.072911,"[51.4039, 0.0198]"
Green Roof Cafe,Bromley,Café,Eating out,51.351663573644956,0.07602933522537383,"[51.4039, 0.0198]"
High Elms Golf Club,Bromley,Golf Course,Health and Sports,51.348921639123226,0.07271228898865893,"[51.4039, 0.0198]"
Co-op Food,Bromley,Grocery Store,Shopping,51.360514138107014,0.08859503012781655,"[51.4039, 0.0198]"
Hayley Elizabeth Bridal Boutique,Bromley,Clothing Store,Shopping,51.3604765,0.06694619999996121,"[51.4039, 0.0198]"
The Buff,Bromley,Pub,Going out,51.36006325698111,0.0878330319937187,"[51.4039, 0.0198]"
Puccino's,Bromley,Coffee Shop,Eating out,51.373316,0.088949,"[51.4039, 0.0198]"
Platform 3,Bromley,Platform,Other,51.373280620643364,0.0890493392944336,"[51.4039, 0.0198]"
Platform 3,Bromley,Platform,Other,51.373280620643364,0.0890493392944336,"[51.4039, 0.0198]"
Platform 1,Bromley,Platform,Other,51.373280620643364,0.0890493392944336,"[51.4039, 0.0198]"
Platform 1,Bromley,Platform,Other,51.373280620643364,0.0890493392944336,"[51.4039, 0.0198]"
Platform 4,Bromley,Platform,Other,51.37362832054002,0.08902778192130363,"[51.4039, 0.0198]"
Platform 7,Bromley,Platform,Other,51.37353862380033,0.08915513203678455,"[51.4039, 0.0198]"
Platform 5,Bromley,Platform,Other,51.37359790612563,0.08910607375875267,"[51.4039, 0.0198]"
Platform 8,Bromley,Platform,Other,51.37364641341551,0.08910907339460646,"[51.4039, 0.0198]"
Platform 6,Bromley,Platform,Other,51.373642169966466,0.0891352725817045,"[51.4039, 0.0198]"
The Maxwell,Bromley,Pub,Going out,51.37196427824269,0.0909313821170439,"[51.4039, 0.0198]"
Primo Cafe,Bromley,Coffee Shop,Eating out,51.37410479121223,0.09783041601631369,"[51.4039, 0.0198]"
Xi'an,Bromley,Chinese Restaurant,Eating out,51.37389975375316,0.09800124258616544,"[51.4039, 0.0198]"
PureGym,Bromley,Gym / Fitness Center,Health and Sports,51.37684960209922,0.10166055826233265,"[51.4039, 0.0198]"
Hisar Meze,Bromley,Food,Eating out,51.37882639169992,0.10195383362835417,"[51.4039, 0.0198]"
Pato Lounge,Bromley,Restaurant,Eating out,51.3770085608021,0.0999937959360211,"[51.4039, 0.0198]"
Osteria Da Fabrizio,Bromley,Italian Restaurant,Eating out,51.375789237102744,0.0991958332769815,"[51.4039, 0.0198]"
Costa Coffee,Bromley,Coffee Shop,Eating out,51.37516814408364,0.10703730104149171,"[51.4039, 0.0198]"
PizzaExpress,Bromley,Pizza Place,Eating out,51.37917952948439,0.1025958748340372,"[51.4039, 0.0198]"
Odeon,Bromley,Movie Theater,Entertainment,51.3766391,0.101231,"[51.4039, 0.0198]"
Greggs,Bromley,Bakery,Groceries,51.377834633856324,0.10088324546813965,"[51.4039, 0.0198]"
Fiesta Mexicana,Bromley,Mexican Restaurant,Eating out,51.379134358653005,0.10233840076970038,"[51.4039, 0.0198]"
Nando's,Bromley,Portuguese Restaurant,Eating out,51.377389,0.101865,"[51.4039, 0.0198]"
Premier Inn London Orpington hotel,Bromley,Hotel,Other,51.3764233,0.1008038,"[51.4039, 0.0198]"
Boots,Bromley,Pharmacy,Other,51.376499608385615,0.09976092080893775,"[51.4039, 0.0198]"
Tesco Extra,Bromley,Supermarket,Groceries,51.3735568,0.0966224,"[51.4039, 0.0198]"
Domino's Pizza,Bromley,Pizza Place,Eating out,51.37461444132215,0.0982773178318439,"[51.4039, 0.0198]"
KFC,Bromley,Fast Food Restaurant,Eating out,51.37776354216559,0.10138010008675348,"[51.4039, 0.0198]"
Bella Italia,Bromley,Italian Restaurant,Eating out,51.37474733995318,0.10358673728524082,"[51.4039, 0.0198]"
WHSmith,Bromley,Stationery Store,Shopping,51.37670587230752,0.10017080253885524,"[51.4039, 0.0198]"
Tile Farm Bakery,Bromley,Bakery,Groceries,51.36729014078054,0.0812692124464306,"[51.4039, 0.0198]"
White Hart,Bromley,Pub,Going out,51.37926986082972,0.10223905822128963,"[51.4039, 0.0198]"
Sainsbury's,Bromley,Supermarket,Groceries,51.37583605546692,0.10066523467312294,"[51.4039, 0.0198]"
Creams,Bromley,Dessert Shop,Shopping,51.37658,0.101173,"[51.4039, 0.0198]"
Priory Gardens,Bromley,Park,Green spaces,51.38010305586703,0.10623598663039234,"[51.4039, 0.0198]"
Co-op Food,Bromley,Grocery Store,Shopping,51.3827025438338,0.10725793517541325,"[51.4039, 0.0198]"
The Key Locksmith - Master Locksmith,Bromley,Miscellaneous Shop,Shopping,51.3937029,0.1038796,"[51.4039, 0.0198]"
Keddles Gym,Bromley,Martial Arts Dojo,Entertainment,51.3901817662811,0.11454105377197266,"[51.4039, 0.0198]"
Kerry Morgan Photography,Bromley,Photography Studio,Other,51.387798306048296,0.12904644012451172,"[51.4039, 0.0198]"
The Mulberry Tree,Bromley,Restaurant,Eating out,51.41171023391997,0.1321623691195975,"[51.4039, 0.0198]"
The Coach House,Bromley,Italian Restaurant,Eating out,51.41159570015556,0.13339774900273155,"[51.4039, 0.0198]"
McDonald's,Bromley,Fast Food Restaurant,Eating out,51.4096782,0.1442419,"[51.4039, 0.0198]"
Assos Restaurant,Bexley,Mediterranean Restaurant,Eating out,51.451141357421875,0.17919039726257324,"[51.4549, 0.1505]"
Sainsbury's,Bexley,Supermarket,Groceries,51.44916193607516,0.17885092658312285,"[51.4549, 0.1505]"
Boots,Bexley,Pharmacy,Other,51.450556915785576,0.18131278824206484,"[51.4549, 0.1505]"
Pets at Home,Bexley,Pet Store,Shopping,51.450546486711126,0.18105076818124857,"[51.4549, 0.1505]"
Costa Coffee,Bexley,Coffee Shop,Eating out,51.45101953106991,0.18073492587679124,"[51.4549, 0.1505]"
Crayford Arms,Bexley,Pub,Going out,51.45276832551761,0.17704495298778317,"[51.4549, 0.1505]"
Crayford Greyhound Track,Bexley,Track Stadium,Health and Sports,51.44857122811528,0.17582142732041658,"[51.4549, 0.1505]"
Crayford Railway Station (CRY),Bexley,Train Station,Public Transport,51.44825099483801,0.1788299335015327,"[51.4549, 0.1505]"
Nando's,Bexley,Portuguese Restaurant,Eating out,51.450795,0.1800795,"[51.4549, 0.1505]"
The Bear & Ragged Staff,Bexley,Pub,Going out,51.451803923423384,0.1780148538682826,"[51.4549, 0.1505]"
Waterside Gardens Italian Cafe,Bexley,Italian Restaurant,Eating out,51.45229875000001,0.17931159000000002,"[51.4549, 0.1505]"
Barnehurst Golf Course,Bexley,Golf Course,Health and Sports,51.45996346297484,0.16912247709738762,"[51.4549, 0.1505]"
Smyths Toys,Bexley,Toy / Game Store,Shopping,51.451185,0.181249,"[51.4549, 0.1505]"
Hobbycraft,Bexley,Arts & Crafts Store,Entertainment,51.45117166976891,0.1820813388407018,"[51.4549, 0.1505]"
Next,Bexley,Clothing Store,Shopping,51.45095537,0.18276144,"[51.4549, 0.1505]"
Tower Retail Park,Bexley,Shopping Plaza,Shopping,51.450784291977406,0.1816780217121973,"[51.4549, 0.1505]"
Currys PC World Featuring Carphone Warehouse,Bexley,Electronics Store,Shopping,51.4512399,0.1813797,"[51.4549, 0.1505]"
Sports Direct,Bexley,Sporting Goods Shop,Shopping,51.450814999073,0.18238548765928084,"[51.4549, 0.1505]"
Aldi,Bexley,Supermarket,Groceries,51.450868142010656,0.1776132758343965,"[51.4549, 0.1505]"
Bus Stop 'M' Crayford Town Hall,Bexley,Bus Stop,Public Transport,51.450544,0.180363,"[51.4549, 0.1505]"
Platform 1,Bexley,Platform,Other,51.448090006186256,0.17829255215630505,"[51.4549, 0.1505]"
Erith Leisure Centre,Bexley,Athletics & Sports,Health and Sports,51.476668171030376,0.17791528791699635,"[51.4549, 0.1505]"
Tesco Express,Bexley,Grocery Store,Shopping,51.47334603459167,0.1816324813535175,"[51.4549, 0.1505]"
Sopranos Pizza,Bexley,Pizza Place,Eating out,51.46514879890398,0.1593738601018121,"[51.4549, 0.1505]"
Chan,Bexley,Asian Restaurant,Eating out,51.46557105815644,0.15833901326382685,"[51.4549, 0.1505]"
Barnehurst Kebab House,Bexley,Middle Eastern Restaurant,Eating out,51.46568412071467,0.15808326406146167,"[51.4549, 0.1505]"
wilko,Bexley,Furniture / Home Store,Shopping,51.48014,0.1804137,"[51.4549, 0.1505]"
Mambocino,Bexley,Café,Eating out,51.48036999487814,0.18021231067802349,"[51.4549, 0.1505]"
Domino's Pizza - London - Erith,Bexley,Pizza Place,Eating out,51.4806396,0.1805893,"[51.4549, 0.1505]"
KFC,Bexley,Fast Food Restaurant,Eating out,51.478684,0.181435,"[51.4549, 0.1505]"
Argos,Bexley,Warehouse Store,Shopping,51.480653,0.1799389999999903,"[51.4549, 0.1505]"
Morrisons,Bexley,Supermarket,Groceries,51.47987064562278,0.18403965621111873,"[51.4549, 0.1505]"
Matalan,Bexley,Clothing Store,Shopping,51.48051387,0.18147,"[51.4549, 0.1505]"
Bus Stop (Alford Road),Bexley,Bus Stop,Public Transport,51.4835447231381,0.16133064456134805,"[51.4549, 0.1505]"
Brook Way Park,Havering,Park,Green spaces,51.51481827112025,0.19837015760307114,"[51.5812, 0.1837]"
Essex Fish Bar,Havering,Fish & Chips Shop,Shopping,51.519901106263795,0.201247531495518,"[51.5812, 0.1837]"
Peking House,Havering,Chinese Restaurant,Eating out,51.520058,0.20291,"[51.5812, 0.1837]"
The Glen Park & Play Area,Havering,Park,Green spaces,51.517209,0.204492,"[51.5812, 0.1837]"
The Grangewood Café,Havering,Café,Eating out,51.520180664882716,0.20598752176738344,"[51.5812, 0.1837]"
Mungo Park Road/ South End Road Bus Stop,Havering,Bus Stop,Public Transport,51.536832924491385,0.19729443177659764,"[51.5812, 0.1837]"
Ingrebourne Hill,Havering,Hill,Other,51.531463900225276,0.19830633908030426,"[51.5812, 0.1837]"
Harrow Lodge Park,Havering,Park,Green spaces,51.55564829744949,0.19792556762695312,"[51.5812, 0.1837]"
Costa Coffee,Havering,Coffee Shop,Eating out,51.55110554544371,0.19873680879484004,"[51.5812, 0.1837]"
Greggs,Havering,Bakery,Groceries,51.55092603949912,0.19873722183965192,"[51.5812, 0.1837]"
Co-op Food,Havering,Grocery Store,Shopping,51.55086095681666,0.19932463994932867,"[51.5812, 0.1837]"
Sainsbury's Local,Havering,Grocery Store,Shopping,51.55103667137609,0.19847259449483623,"[51.5812, 0.1837]"
Domino's Pizza,Havering,Pizza Place,Eating out,51.54954862403151,0.19984339998268297,"[51.5812, 0.1837]"
Tesco Express,Havering,Grocery Store,Shopping,51.551305,0.1994792,"[51.5812, 0.1837]"
Elm Park London Underground Station,Havering,Metro Station,Public Transport,51.54976663108968,0.19860323705770763,"[51.5812, 0.1837]"
Pets at Home,Havering,Pet Store,Shopping,51.56960520521533,0.1838777993536045,"[51.5812, 0.1837]"
Harris + Hoole,Havering,Coffee Shop,Eating out,51.565613781281414,0.1912781878896494,"[51.5812, 0.1837]"
Burger King,Havering,Fast Food Restaurant,Eating out,51.5653177,0.1933707,"[51.5812, 0.1837]"
B&Q,Havering,Hardware Store,Shopping,51.5669297336332,0.1895021620407089,"[51.5812, 0.1837]"
Homebase,Havering,Hardware Store,Shopping,51.570949,0.182463,"[51.5812, 0.1837]"
Rom Skatepark,Havering,Skate Park,Green spaces,51.55601331415363,0.18915983240446893,"[51.5812, 0.1837]"
Tesco Extra,Havering,Supermarket,Groceries,51.5656751,0.1921177,"[51.5812, 0.1837]"
Crown Inn,Havering,Bar,Going out,51.56557189999999,0.1886422,"[51.5812, 0.1837]"
Costa Coffee,Havering,Coffee Shop,Eating out,51.57689015056579,0.17949732917977618,"[51.5812, 0.1837]"
The Range,Havering,Furniture / Home Store,Shopping,51.57555018665147,0.18025394251008559,"[51.5812, 0.1837]"
Costa Coffee,Havering,Coffee Shop,Eating out,51.576481064118624,0.18244785946385167,"[51.5812, 0.1837]"
Ciao Bella,Havering,Italian Restaurant,Eating out,51.576103164474695,0.18281945165769764,"[51.5812, 0.1837]"
Lidl,Havering,Supermarket,Groceries,51.57388875723948,0.18304162932747964,"[51.5812, 0.1837]"
Debenhams,Havering,Department Store,Shopping,51.579097345896464,0.18272017470028412,"[51.5812, 0.1837]"
Marks & Spencer,Havering,Department Store,Shopping,51.577580798421614,0.1823273254457017,"[51.5812, 0.1837]"
Starbucks,Havering,Coffee Shop,Eating out,51.576281,0.181187,"[51.5812, 0.1837]"
Waterstones,Havering,Bookstore,Shopping,51.57752295146222,0.18303038574265112,"[51.5812, 0.1837]"
Patisserie Valerie,Havering,Café,Eating out,51.576446767751584,0.17996597372670792,"[51.5812, 0.1837]"
TK Maxx,Havering,Clothing Store,Shopping,51.577050625129424,0.1797121820762835,"[51.5812, 0.1837]"
Frankie & Benny's,Havering,American Restaurant,Eating out,51.5751804,0.1801494,"[51.5812, 0.1837]"
Braza,Havering,Brazilian Restaurant,Eating out,51.576343855312615,0.1817600019889725,"[51.5812, 0.1837]"
Teapot Cafe,Havering,Café,Eating out,51.579782,0.182306,"[51.5812, 0.1837]"
The Bull,Havering,Pub,Going out,51.57952051276072,0.18287109557333414,"[51.5812, 0.1837]"
Cosmo,Havering,Restaurant,Eating out,51.575445088587436,0.18045558717289273,"[51.5812, 0.1837]"
Home Bargains,Havering,Discount Store,Shopping,51.5788197,0.1802952,"[51.5812, 0.1837]"
Zizzi,Havering,Italian Restaurant,Eating out,51.57498202395798,0.17936234299088483,"[51.5812, 0.1837]"
Romford Shopping Hall,Havering,Shopping Mall,Shopping,51.57981648777527,0.18234729766845703,"[51.5812, 0.1837]"
Boots,Havering,Pharmacy,Other,51.577127,0.182998,"[51.5812, 0.1837]"
TGI Fridays,Havering,American Restaurant,Eating out,51.57678,0.17995042,"[51.5812, 0.1837]"
H&M,Havering,Clothing Store,Shopping,51.5786862,0.1847584,"[51.5812, 0.1837]"
Vue,Havering,Multiplex,Other,51.575530783868416,0.17958939107750102,"[51.5812, 0.1837]"
Better Gym Romford,Havering,Gym,Health and Sports,51.57931264770116,0.18179935105162576,"[51.5812, 0.1837]"
Co-op Food,Havering,Grocery Store,Shopping,51.575253,0.18314359,"[51.5812, 0.1837]"
Topshop,Havering,Boutique,Shopping,51.5783299,0.1834919,"[51.5812, 0.1837]"
Burger King,Havering,Fast Food Restaurant,Eating out,51.577084319148504,0.18138023772633005,"[51.5812, 0.1837]"
The Liberty,Havering,Shopping Mall,Shopping,51.578072716981296,0.18319641467620418,"[51.5812, 0.1837]"
Toby Carvery,Havering,English Restaurant,Eating out,51.575504518311845,0.1803646795161884,"[51.5812, 0.1837]"
The Brewery,Havering,Shopping Mall,Shopping,51.57553533642363,0.18022136264498217,"[51.5812, 0.1837]"
Cafe Bueno,Havering,Café,Eating out,51.578343672899194,0.18014344769083177,"[51.5812, 0.1837]"
Greggs,Havering,Bakery,Groceries,51.57846970266959,0.18158555030822754,"[51.5812, 0.1837]"
Romford Market,Havering,Plaza,Other,51.57896003112218,0.18034660538201328,"[51.5812, 0.1837]"
Starbucks,Havering,Coffee Shop,Eating out,51.577947,0.182874,"[51.5812, 0.1837]"
Greggs,Havering,Bakery,Groceries,51.57693429306766,0.18189248633853336,"[51.5812, 0.1837]"
Premier Inn Romford Central hotel,Havering,Hotel,Other,51.5775533,0.1867607,"[51.5812, 0.1837]"
GAP,Havering,Clothing Store,Shopping,51.57612940193711,0.1802659034729004,"[51.5812, 0.1837]"
Boots,Havering,Pharmacy,Other,51.5758960320088,0.18044829368591309,"[51.5812, 0.1837]"
DW Fitness First,Havering,Gym / Fitness Center,Health and Sports,51.573874897265426,0.18352120581667727,"[51.5812, 0.1837]"
Subway,Havering,Sandwich Place,Eating out,51.57623134567681,0.18220709326033102,"[51.5812, 0.1837]"
Costa Coffee,Havering,Coffee Shop,Eating out,51.579747,0.182072,"[51.5812, 0.1837]"
Sainsbury's,Havering,Supermarket,Groceries,51.574793,0.179287,"[51.5812, 0.1837]"
Costa Coffee,Havering,Coffee Shop,Eating out,51.57729628235171,0.18334995220445757,"[51.5812, 0.1837]"
PizzaExpress,Havering,Pizza Place,Eating out,51.5752551,0.1802226,"[51.5812, 0.1837]"
hmv,Havering,Music Store,Shopping,51.57746532814951,0.1828063091926424,"[51.5812, 0.1837]"
Namco Funscape,Havering,Bowling Alley,Entertainment,51.57556878096224,0.1796674617092687,"[51.5812, 0.1837]"
Next,Havering,Clothing Store,Shopping,51.57849849,0.18450259,"[51.5812, 0.1837]"
KFC,Havering,Fast Food Restaurant,Eating out,51.57710447,0.18185639,"[51.5812, 0.1837]"
The Moon and Stars (Wetherspoon),Havering,Pub,Going out,51.57592514467306,0.18283260557916253,"[51.5812, 0.1837]"
Primark,Havering,Clothing Store,Shopping,51.5775604,0.1813903,"[51.5812, 0.1837]"
Kidspace,Havering,Indoor Play Area,Other,51.57466558895073,0.17845733962946175,"[51.5812, 0.1837]"
Golden Lion,Havering,Bar,Going out,51.578376254604535,0.18030901504829744,"[51.5812, 0.1837]"
Argos,Havering,Warehouse Store,Shopping,51.579603,0.182668,"[51.5812, 0.1837]"
Robins Pie & Mash,Havering,Snack Place,Eating out,51.577989650805364,0.18146753311157227,"[51.5812, 0.1837]"
Pandora,Havering,Jewelry Store,Shopping,51.5784362571021,0.18345037301636,"[51.5812, 0.1837]"
Stormfront,Havering,Electronics Store,Shopping,51.578467,0.184052,"[51.5812, 0.1837]"
Superdry,Havering,Clothing Store,Shopping,51.57871353474578,0.18394883426915107,"[51.5812, 0.1837]"
Premiere Cinema,Havering,Multiplex,Other,51.579411337301266,0.18565672644446166,"[51.5812, 0.1837]"
wilko,Havering,Furniture / Home Store,Shopping,51.578662,0.1858596,"[51.5812, 0.1837]"
Sainsbury's Local,Havering,Grocery Store,Shopping,51.58207207,0.17615383,"[51.5812, 0.1837]"
McDonald's,Havering,Fast Food Restaurant,Eating out,51.57940979512343,0.1853771656966463,"[51.5812, 0.1837]"
BB's Bakers + Baristas,Havering,Coffee Shop,Eating out,51.57940815357753,0.18563381720906616,"[51.5812, 0.1837]"
Game,Havering,Video Game Store,Shopping,51.5793,0.185334,"[51.5812, 0.1837]"
Asda,Havering,Supermarket,Groceries,51.579737,0.1846849,"[51.5812, 0.1837]"
The Mercury Mall,Havering,Shopping Mall,Shopping,51.57945321053034,0.1855456604995918,"[51.5812, 0.1837]"
Subway,Havering,Sandwich Place,Eating out,51.579498,0.185526,"[51.5812, 0.1837]"
North Street Cafe,Havering,Café,Eating out,51.58225047950326,0.17613246324191284,"[51.5812, 0.1837]"
Romford Bus Garage,Havering,Bus Station,Public Transport,51.58364359144363,0.17496376270163203,"[51.5812, 0.1837]"
Tesco Express,Havering,Grocery Store,Shopping,51.5821202,0.1871577,"[51.5812, 0.1837]"
Heart and Soul,Havering,Café,Eating out,51.57958,0.18301517,"[51.5812, 0.1837]"
Vision Express Opticians - London - Romford,Havering,Optical Shop,Shopping,51.578832,0.1841209,"[51.5812, 0.1837]"
The Victoria,Havering,Pub,Going out,51.575476146359115,0.18873927255434467,"[51.5812, 0.1837]"
Greggs,Havering,Bakery,Groceries,51.59927550208279,0.16319229633727997,"[51.5812, 0.1837]"
Tesco Metro,Havering,Grocery Store,Shopping,51.59892803218898,0.16392990946769714,"[51.5812, 0.1837]"
Cafe Royale,Havering,Café,Eating out,51.59936,0.16397116,"[51.5812, 0.1837]"
Fish 'n' Chick'n,Havering,Fast Food Restaurant,Eating out,51.599893519633866,0.16376495361328125,"[51.5812, 0.1837]"
Co-op Food,Havering,Grocery Store,Shopping,51.60526455389069,0.15827178955078125,"[51.5812, 0.1837]"
Costa Coffee,Havering,Coffee Shop,Eating out,51.59809109488963,0.17493592792523868,"[51.5812, 0.1837]"
North Romford Community Centre,Havering,Gym / Fitness Center,Health and Sports,51.60082099385968,0.1637774817164739,"[51.5812, 0.1837]"
Lawns Park,Havering,Park,Green spaces,51.596521305020744,0.1696014404296875,"[51.5812, 0.1837]"
King George Playing Fields,Havering,Park,Green spaces,51.58611026132348,0.16545395599832977,"[51.5812, 0.1837]"
Northwood Hills,Hillingdon,Hill,Other,51.60018347751589,-0.40894051441293205,"[51.5441, -0.476]"
Northwood Football Club,Hillingdon,Soccer Field,Green spaces,51.60174115843843,-0.4149754731067002,"[51.5441, -0.476]"
Northwood Recreation Ground,Hillingdon,Park,Green spaces,51.602372537465335,-0.4154205322265625,"[51.5441, -0.476]"
Chestnut Ave Recreation Ground,Hillingdon,Park,Green spaces,51.60342924572535,-0.4167967895135795,"[51.5441, -0.476]"
Haste Hill Golf Club,Hillingdon,Golf Course,Health and Sports,51.60160148941278,-0.42239492229933456,"[51.5441, -0.476]"
